index,CO_ITEM,SG_AREA,TP_LINGUA,IN_ITEM_ABAN,model,is_human,model_probs,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,answer,correct_prob
563,83901,CN,portuguese,0.0,SES-4,True,[0.09841055 0.30471625 0.47862708 0.08096737 0.03578952],0.40583,2.51676,0.00918,E,0.03578952
564,83901,CN,portuguese,0.0,SES-5,True,[0.09363385 0.32764514 0.48570478 0.06242632 0.02920241],0.40583,2.51676,0.00918,E,0.02920241
565,83901,CN,portuguese,0.0,SES-6,True,[0.08511726 0.34603681 0.49998061 0.04473954 0.02286696],0.40583,2.51676,0.00918,E,0.02286696
566,83901,CN,portuguese,0.0,SES-7,True,[0.07487161 0.34407899 0.53490044 0.02772456 0.01724276],0.40583,2.51676,0.00918,E,0.01724276
567,83901,CN,portuguese,0.0,SES-8,True,[0.06404959 0.32420307 0.57953562 0.01841795 0.01241637],0.40583,2.51676,0.00918,E,0.01241637
576,85013,MT,portuguese,0.0,SES-1,True,[0.27374706 0.20707436 0.20947168 0.15528316 0.15021712],2.17147,2.5423,0.1841,B,0.20707436
577,85013,MT,portuguese,0.0,SES-2,True,[0.26210388 0.20742392 0.21375347 0.15186325 0.16128291],2.17147,2.5423,0.1841,B,0.20742392
578,85013,MT,portuguese,0.0,SES-3,True,[0.24123477 0.2111063  0.21881711 0.15497969 0.17024284],2.17147,2.5423,0.1841,B,0.2111063
579,85013,MT,portuguese,0.0,SES-4,True,[0.22096013 0.21423313 0.22498896 0.15739063 0.17885132],2.17147,2.5423,0.1841,B,0.21423313
580,85013,MT,portuguese,0.0,SES-5,True,[0.19830849 0.22299588 0.23048613 0.15526489 0.18923332],2.17147,2.5423,0.1841,B,0.22299588
581,85013,MT,portuguese,0.0,SES-6,True,[0.17455756 0.23838052 0.235207   0.15124631 0.19683212],2.17147,2.5423,0.1841,B,0.23838052
582,85013,MT,portuguese,0.0,SES-7,True,[0.1448331  0.27403719 0.2325842  0.14480633 0.19983098],2.17147,2.5423,0.1841,B,0.27403719
583,85013,MT,portuguese,0.0,SES-8,True,[0.11686344 0.32030697 0.22646596 0.13650138 0.19632035],2.17147,2.5423,0.1841,B,0.32030697
584,85228,MT,portuguese,0.0,SES-1,True,[0.23570653 0.20028949 0.23240456 0.17776371 0.14904107],2.1343,3.73781,0.24053,E,0.14904107
585,85228,MT,portuguese,0.0,SES-2,True,[0.22046976 0.20204782 0.24260212 0.18815191 0.14272312],2.1343,3.73781,0.24053,E,0.14272312
586,85228,MT,portuguese,0.0,SES-3,True,[0.20965405 0.21083461 0.24554299 0.19155433 0.13843895],2.1343,3.73781,0.24053,E,0.13843895
587,85228,MT,portuguese,0.0,SES-4,True,[0.20213814 0.21880556 0.24539077 0.19525826 0.13395941],2.1343,3.73781,0.24053,E,0.13395941
588,85228,MT,portuguese,0.0,SES-5,True,[0.19258927 0.22969368 0.24446832 0.19684766 0.13139252],2.1343,3.73781,0.24053,E,0.13139252
589,85228,MT,portuguese,0.0,SES-6,True,[0.18219163 0.24482981 0.24602517 0.19298864 0.12861208],2.1343,3.73781,0.24053,E,0.12861208
590,85228,MT,portuguese,0.0,SES-7,True,[0.16619439 0.27030107 0.24525336 0.18558246 0.12672227],2.1343,3.73781,0.24053,E,0.12672227
591,85228,MT,portuguese,0.0,SES-8,True,[0.14687131 0.29647776 0.25210547 0.16981503 0.12800079],2.1343,3.73781,0.24053,E,0.12800079
592,85343,MT,portuguese,0.0,SES-1,True,[0.16573186 0.25411616 0.25036186 0.14266329 0.18160847],2.13479,3.22198,0.12748,C,0.25036186
593,85343,MT,portuguese,0.0,SES-2,True,[0.15870591 0.26979277 0.26475746 0.13795203 0.16426963],2.13479,3.22198,0.12748,C,0.26475746
594,85343,MT,portuguese,0.0,SES-3,True,[0.15076203 0.27807139 0.27595286 0.13863948 0.15214958],2.13479,3.22198,0.12748,C,0.27595286
595,85343,MT,portuguese,0.0,SES-4,True,[0.14316089 0.27995719 0.2888982  0.14012016 0.14327131],2.13479,3.22198,0.12748,C,0.2888982
596,85343,MT,portuguese,0.0,SES-5,True,[0.13436776 0.28279948 0.30250371 0.14384902 0.13150815],2.13479,3.22198,0.12748,C,0.30250371
597,85343,MT,portuguese,0.0,SES-6,True,[0.12389764 0.28031326 0.31916064 0.1509748  0.12028336],2.13479,3.22198,0.12748,C,0.31916064
598,85343,MT,portuguese,0.0,SES-7,True,[0.11196133 0.2680181  0.3320408  0.17136072 0.11062673],2.13479,3.22198,0.12748,C,0.3320408
599,85343,MT,portuguese,0.0,SES-8,True,[0.10265643 0.24266037 0.3370917  0.20159386 0.10895317],2.13479,3.22198,0.12748,C,0.3370917
600,85445,CN,portuguese,0.0,SES-1,True,[0.16071105 0.19540438 0.24660756 0.23226886 0.16102768],4.44898,1.4048,0.15587,D,0.23226886
601,85445,CN,portuguese,0.0,SES-2,True,[0.15380845 0.20326165 0.23708052 0.23782337 0.16486698],4.44898,1.4048,0.15587,D,0.23782337
602,85445,CN,portuguese,0.0,SES-3,True,[0.14607537 0.21174024 0.2303704  0.24130916 0.16745478],4.44898,1.4048,0.15587,D,0.24130916
603,85445,CN,portuguese,0.0,SES-4,True,[0.14132343 0.21934916 0.22275512 0.24183475 0.17188367],4.44898,1.4048,0.15587,D,0.24183475
604,85445,CN,portuguese,0.0,SES-5,True,[0.13874459 0.22119382 0.21863878 0.23941465 0.17911189],4.44898,1.4048,0.15587,D,0.23941465
605,85445,CN,portuguese,0.0,SES-6,True,[0.13564671 0.214223   0.2176645  0.23250246 0.19721295],4.44898,1.4048,0.15587,D,0.23250246
606,85445,CN,portuguese,0.0,SES-7,True,[0.13019835 0.19059965 0.2225307  0.21082137 0.24331073],4.44898,1.4048,0.15587,D,0.21082137
607,85445,CN,portuguese,0.0,SES-8,True,[0.12418339 0.15787092 0.22134986 0.1832743  0.31072412],4.44898,1.4048,0.15587,D,0.1832743
608,85588,MT,portuguese,0.0,SES-1,True,[0.19549484 0.41659128 0.17134069 0.13922562 0.07332187],2.30031,0.46698,0.25799,E,0.07332187
609,85588,MT,portuguese,0.0,SES-2,True,[0.1663948  0.47101732 0.16984484 0.13046991 0.05907197],2.30031,0.46698,0.25799,E,0.05907197
610,85588,MT,portuguese,0.0,SES-3,True,[0.14309972 0.52768003 0.15861516 0.11765467 0.0501656 ],2.30031,0.46698,0.25799,E,0.0501656
611,85588,MT,portuguese,0.0,SES-4,True,[0.12301956 0.58232353 0.14487945 0.10432498 0.04261843],2.30031,0.46698,0.25799,E,0.04261843
612,85588,MT,portuguese,0.0,SES-5,True,[0.10418112 0.63801982 0.12972865 0.08983232 0.03545745],2.30031,0.46698,0.25799,E,0.03545745
613,85588,MT,portuguese,0.0,SES-6,True,[0.08668639 0.69643543 0.11049835 0.07554029 0.02822667],2.30031,0.46698,0.25799,E,0.02822667
614,85588,MT,portuguese,0.0,SES-7,True,[0.06708196 0.76898368 0.08198057 0.05746058 0.0220764 ],2.30031,0.46698,0.25799,E,0.0220764
615,85588,MT,portuguese,0.0,SES-8,True,[0.05061    0.82560016 0.05975994 0.0441952  0.01788666],2.30031,0.46698,0.25799,E,0.01788666
616,85860,CN,portuguese,0.0,SES-1,True,[0.16921476 0.13936132 0.18884567 0.17020988 0.32897594],5.31621,2.04288,0.17088,D,0.17020988
617,85860,CN,portuguese,0.0,SES-2,True,[0.17411815 0.13826985 0.18791067 0.17625863 0.32086952],5.31621,2.04288,0.17088,D,0.17625863
618,85860,CN,portuguese,0.0,SES-3,True,[0.17552785 0.14380806 0.1819158  0.1800916  0.31633115],5.31621,2.04288,0.17088,D,0.1800916
619,85860,CN,portuguese,0.0,SES-4,True,[0.17499802 0.15095242 0.17572847 0.18132581 0.3146312 ],5.31621,2.04288,0.17088,D,0.18132581
620,85860,CN,portuguese,0.0,SES-5,True,[0.17546828 0.16022832 0.16970958 0.18248194 0.30965555],5.31621,2.04288,0.17088,D,0.18248194
621,85860,CN,portuguese,0.0,SES-6,True,[0.17195175 0.1680589  0.16732547 0.17836931 0.31196028],5.31621,2.04288,0.17088,D,0.17836931
622,85860,CN,portuguese,0.0,SES-7,True,[0.16493245 0.17866088 0.17292477 0.16045828 0.32054944],5.31621,2.04288,0.17088,D,0.16045828
623,85860,CN,portuguese,0.0,SES-8,True,[0.15324675 0.18608815 0.18866588 0.13809524 0.33116883],5.31621,2.04288,0.17088,D,0.13809524
624,86438,MT,portuguese,0.0,SES-1,True,[0.33333333 0.33333333 0.         0.         0.33333333],1.8176,2.0354,0.15996,C,0.0
625,86438,MT,portuguese,0.0,SES-2,True,[0.24050633 0.20253165 0.2278481  0.24050633 0.08860759],1.8176,2.0354,0.15996,C,0.2278481
626,86438,MT,portuguese,0.0,SES-3,True,[0.2278481  0.24050633 0.12658228 0.21518987 0.17721519],1.8176,2.0354,0.15996,C,0.12658228
627,86438,MT,portuguese,0.0,SES-4,True,[0.21212121 0.18181818 0.13636364 0.3030303  0.15151515],1.8176,2.0354,0.15996,C,0.13636364
628,86438,MT,portuguese,0.0,SES-5,True,[0.24242424 0.36363636 0.12121212 0.12121212 0.15151515],1.8176,2.0354,0.15996,C,0.12121212
629,86438,MT,portuguese,0.0,SES-6,True,[0.33333333 0.14285714 0.23809524 0.0952381  0.19047619],1.8176,2.0354,0.15996,C,0.23809524
630,86438,MT,portuguese,0.0,SES-7,True,[0.25 0.35 0.35 0.   0.05],1.8176,2.0354,0.15996,C,0.35
631,86438,MT,portuguese,0.0,SES-8,True,[0.  0.5 0.  0.  0.5],1.8176,2.0354,0.15996,C,0.0
632,86466,MT,portuguese,0.0,SES-1,True,[0.20318437 0.19884205 0.22656957 0.23267595 0.13443098],2.96283,2.44795,0.21497,D,0.23267595
633,86466,MT,portuguese,0.0,SES-2,True,[0.19697039 0.20584631 0.223288   0.24287399 0.12759806],2.96283,2.44795,0.21497,D,0.24287399
634,86466,MT,portuguese,0.0,SES-3,True,[0.18610759 0.21680208 0.22319003 0.25254224 0.11771289],2.96283,2.44795,0.21497,D,0.25254224
635,86466,MT,portuguese,0.0,SES-4,True,[0.17709312 0.22647535 0.22442838 0.25932322 0.10924848],2.96283,2.44795,0.21497,D,0.25932322
636,86466,MT,portuguese,0.0,SES-5,True,[0.16539761 0.24052578 0.23014208 0.26074891 0.09942921],2.96283,2.44795,0.21497,D,0.26074891
637,86466,MT,portuguese,0.0,SES-6,True,[0.15115463 0.25473824 0.2486874  0.25230873 0.08940151],2.96283,2.44795,0.21497,D,0.25230873
638,86466,MT,portuguese,0.0,SES-7,True,[0.13156355 0.26452289 0.29376561 0.22653068 0.07956757],2.96283,2.44795,0.21497,D,0.22653068
639,86466,MT,portuguese,0.0,SES-8,True,[0.10922865 0.26184573 0.35265643 0.19510035 0.07723337],2.96283,2.44795,0.21497,D,0.19510035
640,86499,MT,portuguese,0.0,SES-1,True,[0.19255473 0.22444364 0.22362946 0.20386286 0.15008142],2.93676,3.33565,0.21207,E,0.15008142
641,86499,MT,portuguese,0.0,SES-2,True,[0.1944738  0.22435249 0.22587649 0.20556296 0.14572133],2.93676,3.33565,0.21207,E,0.14572133
642,86499,MT,portuguese,0.0,SES-3,True,[0.18930318 0.22204181 0.2248137  0.21165614 0.14846236],2.93676,3.33565,0.21207,E,0.14846236
643,86499,MT,portuguese,0.0,SES-4,True,[0.1864758  0.21591205 0.21844317 0.21773253 0.15725756],2.93676,3.33565,0.21207,E,0.15725756
644,86499,MT,portuguese,0.0,SES-5,True,[0.18265396 0.20945927 0.21321568 0.22272232 0.16772421],2.93676,3.33565,0.21207,E,0.16772421
645,86499,MT,portuguese,0.0,SES-6,True,[0.17422258 0.20704027 0.20498101 0.2289728  0.18046735],2.93676,3.33565,0.21207,E,0.18046735
646,86499,MT,portuguese,0.0,SES-7,True,[0.16782727 0.20886727 0.19705852 0.23449624 0.18722299],2.93676,3.33565,0.21207,E,0.18722299
647,86499,MT,portuguese,0.0,SES-8,True,[0.16027155 0.21892956 0.19008264 0.23600945 0.18984652],2.93676,3.33565,0.21207,E,0.18984652
648,86703,LC,portuguese,0.0,SES-1,True,[0.33562511 0.20368193 0.10195404 0.15419758 0.19924914],2.08922,0.96392,0.23742,C,0.10195404
649,86703,LC,portuguese,0.0,SES-2,True,[0.35360091 0.20377093 0.09947311 0.14996784 0.18898666],2.08922,0.96392,0.23742,C,0.09947311
650,86703,LC,portuguese,0.0,SES-3,True,[0.37805651 0.20199175 0.09631407 0.14456167 0.17521412],2.08922,0.96392,0.23742,C,0.09631407
651,86703,LC,portuguese,0.0,SES-4,True,[0.40542293 0.1952073  0.09244516 0.13692654 0.1660287 ],2.08922,0.96392,0.23742,C,0.09244516
652,86703,LC,portuguese,0.0,SES-5,True,[0.43422619 0.18842394 0.09228865 0.12690852 0.15455704],2.08922,0.96392,0.23742,C,0.09228865
653,86703,LC,portuguese,0.0,SES-6,True,[0.47151416 0.17610553 0.09062155 0.11577697 0.1427836 ],2.08922,0.96392,0.23742,C,0.09062155
654,86703,LC,portuguese,0.0,SES-7,True,[0.52653718 0.15366289 0.09084478 0.09965927 0.12619072],2.08922,0.96392,0.23742,C,0.09084478
655,86703,LC,portuguese,0.0,SES-8,True,[0.57101535 0.1356159  0.09346714 0.08394333 0.11300669],2.08922,0.96392,0.23742,C,0.09346714
656,86840,MT,portuguese,0.0,SES-1,True,[0.26501719 0.2122761  0.2356613  0.16134431 0.12153971],0.24441,4.65334,0.03228,C,0.2356613
657,86840,MT,portuguese,0.0,SES-2,True,[0.26002083 0.20845778 0.24907718 0.16105316 0.11779932],0.24441,4.65334,0.03228,C,0.24907718
658,86840,MT,portuguese,0.0,SES-3,True,[0.25253901 0.20563368 0.26434135 0.16301071 0.1107945 ],0.24441,4.65334,0.03228,C,0.26434135
659,86840,MT,portuguese,0.0,SES-4,True,[0.24917328 0.20246939 0.27580378 0.16327958 0.10529609],0.24441,4.65334,0.03228,C,0.27580378
660,86840,MT,portuguese,0.0,SES-5,True,[0.2427565  0.20152343 0.29117808 0.16223061 0.09778225],0.24441,4.65334,0.03228,C,0.29117808
661,86840,MT,portuguese,0.0,SES-6,True,[0.23283744 0.20222005 0.30620211 0.16167308 0.09180986],0.24441,4.65334,0.03228,C,0.30620211
662,86840,MT,portuguese,0.0,SES-7,True,[0.21962058 0.20442369 0.32502744 0.1622403  0.08209911],0.24441,4.65334,0.03228,C,0.32502744
663,86840,MT,portuguese,0.0,SES-8,True,[0.20822511 0.20885478 0.334573   0.16513184 0.07536403],0.24441,4.65334,0.03228,C,0.334573
664,87207,CH,portuguese,0.0,SES-1,True,[0.25714673 0.16844581 0.11669984 0.25601592 0.19259996],4.79392,1.19623,0.12998,D,0.25601592
665,87207,CH,portuguese,0.0,SES-2,True,[0.26656098 0.16327023 0.10123451 0.26940603 0.19138369],4.79392,1.19623,0.12998,D,0.26940603
666,87207,CH,portuguese,0.0,SES-3,True,[0.27885412 0.15156416 0.09142042 0.27091689 0.19961769],4.79392,1.19623,0.12998,D,0.27091689
667,87207,CH,portuguese,0.0,SES-4,True,[0.28405397 0.13586766 0.07902515 0.27346802 0.22033442],4.79392,1.19623,0.12998,D,0.27346802
668,87207,CH,portuguese,0.0,SES-5,True,[0.28790391 0.11931674 0.06845858 0.27261037 0.24496748],4.79392,1.19623,0.12998,D,0.27261037
669,87207,CH,portuguese,0.0,SES-6,True,[0.27465382 0.10185228 0.05738072 0.27028142 0.28983381],4.79392,1.19623,0.12998,D,0.27028142
670,87207,CH,portuguese,0.0,SES-7,True,[0.23792643 0.07906662 0.04482583 0.25838142 0.37489723],4.79392,1.19623,0.12998,D,0.25838142
671,87207,CH,portuguese,0.0,SES-8,True,[0.19016135 0.06208186 0.03640299 0.24480519 0.46296734],4.79392,1.19623,0.12998,D,0.24480519
672,87998,CN,portuguese,0.0,SES-1,True,[0.30785236 0.16464628 0.35172788 0.07757373 0.09467161],2.14355,1.77912,0.08867,D,0.07757373
673,87998,CN,portuguese,0.0,SES-2,True,[0.32828654 0.14906416 0.36316225 0.06696381 0.08996921],2.14355,1.77912,0.08867,D,0.06696381
674,87998,CN,portuguese,0.0,SES-3,True,[0.34958082 0.13262026 0.36821422 0.05823544 0.08913046],2.14355,1.77912,0.08867,D,0.05823544
675,87998,CN,portuguese,0.0,SES-4,True,[0.36761758 0.11628407 0.36944938 0.04994847 0.09465635],2.14355,1.77912,0.08867,D,0.04994847
676,87998,CN,portuguese,0.0,SES-5,True,[0.38447915 0.10132997 0.36360457 0.04379939 0.10473104],2.14355,1.77912,0.08867,D,0.04379939
677,87998,CN,portuguese,0.0,SES-6,True,[0.39683777 0.08897837 0.3517033  0.03916473 0.1214364 ],2.14355,1.77912,0.08867,D,0.03916473
678,87998,CN,portuguese,0.0,SES-7,True,[0.41274794 0.07484866 0.32242324 0.03380484 0.15420591],2.14355,1.77912,0.08867,D,0.03380484
679,87998,CN,portuguese,0.0,SES-8,True,[0.42134986 0.06467926 0.28545848 0.03484848 0.19163715],2.14355,1.77912,0.08867,D,0.03484848
680,88045,CH,portuguese,0.0,SES-1,True,[0.2033653  0.08074    0.17333092 0.43292021 0.10018998],3.62371,0.51644,0.275,C,0.17333092
681,88045,CH,portuguese,0.0,SES-2,True,[0.20040129 0.06921151 0.17345188 0.45816294 0.09179954],3.62371,0.51644,0.275,C,0.17345188
682,88045,CH,portuguese,0.0,SES-3,True,[0.19143465 0.05969415 0.16615455 0.49347621 0.08262931],3.62371,0.51644,0.275,C,0.16615455
683,88045,CH,portuguese,0.0,SES-4,True,[0.17756028 0.05122252 0.15626663 0.53520345 0.0738072 ],3.62371,0.51644,0.275,C,0.15626663
684,88045,CH,portuguese,0.0,SES-5,True,[0.15896772 0.0441519  0.14382646 0.58320502 0.06454142],3.62371,0.51644,0.275,C,0.14382646
685,88045,CH,portuguese,0.0,SES-6,True,[0.13777297 0.03644608 0.1236085  0.64298635 0.05469733],3.62371,0.51644,0.275,C,0.1236085
686,88045,CH,portuguese,0.0,SES-7,True,[0.10850437 0.02821404 0.09413348 0.72296855 0.04238607],3.62371,0.51644,0.275,C,0.09413348
687,88045,CH,portuguese,0.0,SES-8,True,[0.08286108 0.02266824 0.06938213 0.78724911 0.03549784],3.62371,0.51644,0.275,C,0.06938213
688,88655,CN,portuguese,0.0,SES-1,True,[0.16849104 0.17586394 0.30708341 0.16279175 0.18341777],3.82953,0.85524,0.11511,E,0.18341777
689,88655,CN,portuguese,0.0,SES-2,True,[0.1619913  0.15272481 0.33434805 0.17395733 0.17459679],3.82953,0.85524,0.11511,E,0.17459679
690,88655,CN,portuguese,0.0,SES-3,True,[0.15338189 0.13352912 0.34633025 0.19848565 0.16602841],3.82953,0.85524,0.11511,E,0.16602841
691,88655,CN,portuguese,0.0,SES-4,True,[0.14551081 0.11940691 0.34706006 0.23165649 0.15429327],3.82953,0.85524,0.11511,E,0.15429327
692,88655,CN,portuguese,0.0,SES-5,True,[0.13924375 0.10506664 0.33931764 0.27375816 0.14097531],3.82953,0.85524,0.11511,E,0.14097531
693,88655,CN,portuguese,0.0,SES-6,True,[0.13093227 0.09174991 0.31489402 0.33634347 0.1243913 ],3.82953,0.85524,0.11511,E,0.1243913
694,88655,CN,portuguese,0.0,SES-7,True,[0.11846991 0.07449685 0.26360893 0.4387249  0.10302829],3.82953,0.85524,0.11511,E,0.10302829
695,88655,CN,portuguese,0.0,SES-8,True,[0.10255805 0.06406926 0.20934671 0.53697363 0.08553719],3.82953,0.85524,0.11511,E,0.08553719
696,89149,LC,portuguese,0.0,SES-1,True,[0.38298354 0.1223539  0.22955491 0.11253845 0.14714131],1.05565,0.45772,0.03348,B,0.1223539
697,89149,LC,portuguese,0.0,SES-2,True,[0.41668964 0.11169186 0.22417253 0.0973556  0.14556051],1.05565,0.45772,0.03348,B,0.11169186
698,89149,LC,portuguese,0.0,SES-3,True,[0.43896357 0.10145678 0.2153466  0.09131045 0.14841708],1.05565,0.45772,0.03348,B,0.10145678
699,89149,LC,portuguese,0.0,SES-4,True,[0.45534309 0.09473562 0.20727965 0.08531613 0.15251243],1.05565,0.45772,0.03348,B,0.09473562
700,89149,LC,portuguese,0.0,SES-5,True,[0.47256581 0.08858582 0.19923349 0.08094892 0.15368844],1.05565,0.45772,0.03348,B,0.08858582
701,89149,LC,portuguese,0.0,SES-6,True,[0.49259689 0.08330836 0.18916279 0.07854103 0.15195859],1.05565,0.45772,0.03348,B,0.08330836
702,89149,LC,portuguese,0.0,SES-7,True,[0.51386037 0.07978937 0.17182343 0.08363639 0.14676426],1.05565,0.45772,0.03348,B,0.07978937
703,89149,LC,portuguese,0.0,SES-8,True,[0.51981503 0.07778434 0.15822511 0.09561196 0.14429359],1.05565,0.45772,0.03348,B,0.07778434
720,90130,CN,portuguese,0.0,SES-1,True,[0.17961824 0.2786774  0.24633617 0.17179302 0.12000181],1.73494,2.08841,0.27619,E,0.12000181
721,90130,CN,portuguese,0.0,SES-2,True,[0.1801452  0.29052367 0.24808161 0.17447426 0.10393022],1.73494,2.08841,0.27619,E,0.10393022
722,90130,CN,portuguese,0.0,SES-3,True,[0.18351683 0.30048257 0.24170699 0.17849057 0.09294059],1.73494,2.08841,0.27619,E,0.09294059
723,90130,CN,portuguese,0.0,SES-4,True,[0.18886536 0.31314198 0.2352295  0.17791135 0.08178843],1.73494,2.08841,0.27619,E,0.08178843
724,90130,CN,portuguese,0.0,SES-5,True,[0.19228188 0.32429201 0.22796776 0.17892294 0.07295386],1.73494,2.08841,0.27619,E,0.07295386
725,90130,CN,portuguese,0.0,SES-6,True,[0.19462124 0.33297602 0.22145862 0.1812431  0.06595627],1.73494,2.08841,0.27619,E,0.06595627
726,90130,CN,portuguese,0.0,SES-7,True,[0.19209487 0.34497382 0.21302022 0.1833645  0.06216802],1.73494,2.08841,0.27619,E,0.06216802
727,90130,CN,portuguese,0.0,SES-8,True,[0.18337269 0.36096025 0.20423062 0.18512397 0.06038961],1.73494,2.08841,0.27619,E,0.06038961
728,90238,LC,portuguese,0.0,SES-1,True,[0.29487064 0.07445269 0.17400941 0.32526687 0.12547494],1.32058,0.69547,0.07827,D,0.32526687
729,90238,LC,portuguese,0.0,SES-2,True,[0.2713742  0.06585336 0.17579531 0.35761767 0.12430884],1.32058,0.69547,0.07827,D,0.35761767
730,90238,LC,portuguese,0.0,SES-3,True,[0.24529718 0.05737185 0.17711271 0.39368838 0.12221518],1.32058,0.69547,0.07827,D,0.39368838
731,90238,LC,portuguese,0.0,SES-4,True,[0.2211215  0.04983239 0.17674205 0.42937792 0.118617  ],1.32058,0.69547,0.07827,D,0.42937792
732,90238,LC,portuguese,0.0,SES-5,True,[0.20317885 0.04258391 0.17333063 0.46042798 0.11688861],1.32058,0.69547,0.07827,D,0.46042798
733,90238,LC,portuguese,0.0,SES-6,True,[0.18562256 0.03584312 0.16707864 0.48841137 0.11986728],1.32058,0.69547,0.07827,D,0.48841137
734,90238,LC,portuguese,0.0,SES-7,True,[0.1644162  0.02840142 0.15542579 0.52217009 0.12664961],1.32058,0.69547,0.07827,D,0.52217009
735,90238,LC,portuguese,0.0,SES-8,True,[0.15242031 0.02292405 0.14390004 0.54380165 0.13419913],1.32058,0.69547,0.07827,D,0.54380165
736,95509,MT,portuguese,0.0,SES-1,True,[0.24909535 0.22186539 0.20521983 0.17771847 0.14135155],2.27997,2.41531,0.11329,E,0.14135155
737,95509,MT,portuguese,0.0,SES-2,True,[0.23379896 0.23195714 0.21543828 0.17690193 0.13837706],2.27997,2.41531,0.11329,E,0.13837706
738,95509,MT,portuguese,0.0,SES-3,True,[0.21255531 0.24564973 0.22497218 0.17781458 0.13561855],2.27997,2.41531,0.11329,E,0.13561855
739,95509,MT,portuguese,0.0,SES-4,True,[0.19035741 0.25337765 0.23436881 0.18077089 0.1378665 ],2.27997,2.41531,0.11329,E,0.1378665
740,95509,MT,portuguese,0.0,SES-5,True,[0.16636491 0.26105349 0.24361946 0.18124672 0.14428896],2.27997,2.41531,0.11329,E,0.14428896
741,95509,MT,portuguese,0.0,SES-6,True,[0.14108753 0.25740752 0.24997796 0.18598575 0.16196222],2.27997,2.41531,0.11329,E,0.16196222
742,95509,MT,portuguese,0.0,SES-7,True,[0.1095904  0.24124573 0.24280595 0.19300882 0.20971622],2.27997,2.41531,0.11329,E,0.20971622
743,95509,MT,portuguese,0.0,SES-8,True,[0.08347107 0.20696576 0.22316017 0.19691067 0.28579299],2.27997,2.41531,0.11329,E,0.28579299
744,95676,MT,portuguese,0.0,SES-1,True,[0.32969966 0.15170979 0.1095531  0.10462276 0.30016284],1.32325,0.64802,0.18728,E,0.30016284
745,95676,MT,portuguese,0.0,SES-2,True,[0.38440243 0.13821241 0.09254622 0.09364518 0.28746037],1.32325,0.64802,0.18728,E,0.28746037
746,95676,MT,portuguese,0.0,SES-3,True,[0.43929671 0.12453101 0.07982185 0.08617422 0.26664101],1.32325,0.64802,0.18728,E,0.26664101
747,95676,MT,portuguese,0.0,SES-4,True,[0.4969989  0.11047157 0.07063057 0.07938472 0.23933761],1.32325,0.64802,0.18728,E,0.23933761
748,95676,MT,portuguese,0.0,SES-5,True,[0.55800719 0.09537104 0.06041839 0.07128434 0.21210737],1.32325,0.64802,0.18728,E,0.21210737
749,95676,MT,portuguese,0.0,SES-6,True,[0.62697772 0.07697543 0.05101253 0.06217978 0.18030868],1.32325,0.64802,0.18728,E,0.18030868
750,95676,MT,portuguese,0.0,SES-7,True,[0.70707951 0.05720819 0.04063464 0.0535409  0.13902432],1.32325,0.64802,0.18728,E,0.13902432
751,95676,MT,portuguese,0.0,SES-8,True,[0.7695002  0.04053522 0.03337269 0.04415584 0.11001574],1.32325,0.64802,0.18728,E,0.11001574
752,95739,CH,portuguese,0.0,SES-1,True,[0.28595983 0.12579157 0.1850009  0.22561969 0.16831011],4.24795,0.96273,0.16049,A,0.28595983
753,95739,CH,portuguese,0.0,SES-2,True,[0.2717954  0.11928885 0.18801789 0.24717793 0.16583957],4.24795,0.96273,0.16049,A,0.2717954
754,95739,CH,portuguese,0.0,SES-3,True,[0.25704777 0.11054545 0.18801265 0.27297074 0.16430124],4.24795,0.96273,0.16049,A,0.25704777
755,95739,CH,portuguese,0.0,SES-4,True,[0.24034552 0.10204301 0.1798564  0.30805427 0.16274448],4.24795,0.96273,0.16049,A,0.24034552
756,95739,CH,portuguese,0.0,SES-5,True,[0.21817628 0.0947901  0.17533574 0.34785135 0.15725308],4.24795,0.96273,0.16049,A,0.21817628
757,95739,CH,portuguese,0.0,SES-6,True,[0.1900549  0.08812505 0.16418721 0.40349157 0.14862992],4.24795,0.96273,0.16049,A,0.1900549
758,95739,CH,portuguese,0.0,SES-7,True,[0.14649275 0.07709722 0.14184267 0.49870937 0.13097464],4.24795,0.96273,0.16049,A,0.14649275
759,95739,CH,portuguese,0.0,SES-8,True,[0.11227863 0.06668634 0.11959858 0.59094845 0.1066706 ],4.24795,0.96273,0.16049,A,0.11227863
760,95823,CH,portuguese,0.0,SES-1,True,[0.14646282 0.1475484  0.29224715 0.2284241  0.17568301],1.30094,0.82448,0.0937,E,0.17568301
761,95823,CH,portuguese,0.0,SES-2,True,[0.13946836 0.14552987 0.31100568 0.22764555 0.16763544],1.30094,0.82448,0.0937,E,0.16763544
762,95823,CH,portuguese,0.0,SES-3,True,[0.12649429 0.14252723 0.34343869 0.22406008 0.15528696],1.30094,0.82448,0.0937,E,0.15528696
763,95823,CH,portuguese,0.0,SES-4,True,[0.11534128 0.13895369 0.37713616 0.21922458 0.14117337],1.30094,0.82448,0.0937,E,0.14117337
764,95823,CH,portuguese,0.0,SES-5,True,[0.10618905 0.13221318 0.42028912 0.2078941  0.12545334],1.30094,0.82448,0.0937,E,0.12545334
